country_name,ladder_score,standard_error_of_ladder_score,upperwhisker,lowerwhisker,logged_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,ladder_score_in_dystopia,explained_by_log_gdp_per_capita,explained_by_social_support,explained_by_healthy_life_expectancy,explained_by_freedom_to_make_life_choices,explained_by_generosity,explained_by_perceptions_of_corruption,dystopia_+_residual,is_saarc,region
Algeria,5.329100131988525,0.06213628873229027,5.450887203216553,5.207313060760498,9.300213813781738,0.8552190065383911,66.54923248291016,0.5712404251098633,-0.11737403273582458,0.7169064283370972,1.777825117111206,1.3533517122268677,1.2980681657791138,0.40921828150749207,0.25230395793914795,0.07345454394817352,0.1519797146320343,1.7906951904296875,0,Middle East and Northern Africa
Hong Kong S.A.R. of China,5.308499813079834,0.04801841452717781,5.402616024017334,5.214383602142334,10.966443061828613,0.8169247508049011,77.27977752685547,0.6873374581336975,-0.025891533121466637,0.3846096694469452,1.777825117111206,1.9509402513504028,1.201336145401001,0.7015898823738098,0.40679728984832764,0.122539222240448,0.38999292254447937,0.5352563858032227,0,
Albania,5.277299880981445,0.06571923196315765,5.406109809875488,5.148489952087402,9.567472457885742,0.7179091572761536,69.15007019042969,0.7943277955055237,-0.006932398770004511,0.8780936002731323,1.777825117111206,1.449203372001648,0.9512205123901367,0.4800824522972107,0.5491721034049988,0.13271169364452362,0.0365266352891922,1.678424596786499,0,Central and Eastern Europe
Indonesia,5.276899814605713,0.05894164368510246,5.392425537109375,5.161374092102051,9.38515567779541,0.803985059261322,63.04774475097656,0.8801135420799255,0.5313863158226013,0.8759906888008118,1.777825117111206,1.383815884590149,1.1686501502990723,0.3138144016265869,0.6633294224739075,0.4215450584888458,0.038032881915569305,1.287672519683838,0,Southeastern Asia
South Africa,5.274600028991699,0.0728382095694542,5.417362689971924,5.131837368011475,9.477535247802734,0.906631350517273,56.98897171020508,0.7300763726234436,-0.08662868291139603,0.9021425843238831,1.777825117111206,1.416947603225708,1.4279369115829468,0.1487330049276352,0.46367108821868896,0.08995087444782257,0.01930113695561886,1.708012580871582,0,Sub-Saharan Africa
Congo (Brazzaville),5.267099857330322,0.08811500668525696,5.439805507659912,5.094394207000732,8.095203399658203,0.6046052575111389,56.85004425048828,0.7300418019294739,-0.004339446779340506,0.7391861081123352,1.777825117111206,0.9211781620979309,0.6650123000144958,0.14494769275188446,0.46362507343292236,0.134102925658226,0.13602150976657867,2.8022170066833496,0,Sub-Saharan Africa
North Macedonia,5.253600120544434,0.054767560213804245,5.360944747924805,5.1462554931640625,9.703169822692871,0.8047484159469604,66.50035095214844,0.7689635753631592,0.13123969733715057,0.9017152786254883,1.777825117111206,1.4978708028793335,1.1705783605575562,0.40788641571998596,0.5154193043708801,0.20684754848480225,0.01960720308125019,1.4354314804077148,0,
Venezuela,5.210599899291992,0.0638950914144516,5.335834503173828,5.085365295410156,5.526723384857178,0.8388254046440125,64.04983520507812,0.6587069630622864,0.1283712387084961,0.8114349842071533,1.777825117111206,0.0,1.256657600402832,0.3411180377006531,0.36869797110557556,0.2053084671497345,0.08427201211452484,2.9545605182647705,0,Latin America and Caribbean
Laos,5.1107001304626465,0.08094397187232971,5.269350528717041,4.952049732208252,8.962409019470215,0.6789469718933105,60.945587158203125,0.9188553094863892,0.09098886698484421,0.7025218605995178,1.777825117111206,1.2321990728378296,0.8528011441230774,0.25653761625289917,0.7148841023445129,0.18525107204914093,0.16228289902210236,1.706761360168457,0,Southeastern Asia
Georgia,5.109099864959717,0.05585043877363205,5.21856689453125,4.999632835388184,9.646263122558594,0.7161714434623718,64.95006561279297,0.7864701747894287,-0.2542763352394104,0.6488924622535706,1.777825117111206,1.477461338043213,0.9468309879302979,0.3656463027000427,0.5387157797813416,0.0,0.20069587230682373,1.5797457695007324,0,Central and Eastern Europe
Guinea,5.071700096130371,0.07192636281251907,5.21267557144165,4.930724620819092,7.880491733551025,0.6486329436302185,54.185394287109375,0.6587153673171997,0.12520068883895874,0.7869686484336853,1.777825117111206,0.8441724181175232,0.7762272357940674,0.07234486192464828,0.36870914697647095,0.20360732078552246,0.10179644078016281,2.7048754692077637,0,Sub-Saharan Africa
Ukraine,5.071400165557861,0.058808937668800354,5.1866655349731445,4.956134796142578,9.313715934753418,0.8775262236595154,64.5501708984375,0.7954239845275879,0.24031107127666473,0.9067386388778687,1.777825117111206,1.3581942319869995,1.354416847229004,0.35475051403045654,0.5506308674812317,0.2653694748878479,0.01600913517177105,1.1720647811889648,0,Central and Eastern Europe
